trip_id,pickup_datetime,passenger_count,trip_distance,fare_amount,payment_type,dropoff_datetime
TRIP108322,2022-01-24 15:11:00,2,4.94,3.93,Card,2022-01-24 16:00:00
TRIP108323,2022-01-24 15:59:00,1,0.12,49.17,Cash,2022-01-24 16:42:00
TRIP108324,2022-01-18 21:38:00,5,7.13,26.63,Card,2022-01-18 22:37:00
TRIP108325,2022-01-26 17:16:00,4,1.09,11.01,Cash,2022-01-26 18:10:00
TRIP108326,2022-01-25 20:04:00,1,3.51,6.51,Card,2022-01-25 20:49:00
TRIP108327,2022-01-03 23:11:00,2,4.3,4.31,Card,2022-01-03 23:40:00
TRIP108328,2022-01-10 15:21:00,4,10.04,48.62,Card,2022-01-10 15:27:00
TRIP108329,2022-01-01 20:02:00,3,11.44,11.51,Cash,2022-01-01 20:22:00
TRIP108330,2022-01-27 10:50:00,2,6.47,44.02,Cash,2022-01-27 11:45:00
TRIP108331,2022-01-08 18:25:00,1,3.6,21.85,Card,2022-01-08 18:30:00
TRIP108332,2022-01-13 21:17:00,2,3.72,21.38,Cash,2022-01-13 21:41:00
TRIP108333,2022-01-25 06:11:00,1,2.96,43.52,Card,2022-01-25 07:10:00
TRIP108334,2022-01-06 00:41:00,2,0.92,4.58,Card,2022-01-06 01:03:00
TRIP108335,2022-01-19 07:52:00,2,1.09,39.08,Card,2022-01-19 07:59:00
TRIP108336,2022-01-15 13:27:00,3,0.36,11.47,Card,2022-01-15 13:49:00
TRIP108337,2022-01-28 04:56:00,3,0.28,3.79,Card,2022-01-28 05:51:00
TRIP108338,2022-01-28 23:29:00,1,1.79,23.83,Card,2022-01-28 23:36:00
TRIP108339,2022-01-28 13:05:00,1,6.77,40.65,Card,2022-01-28 13:17:00
TRIP108340,2022-01-13 23:33:00,1,0.73,42.82,Cash,2022-01-14 00:23:00
TRIP108341,2022-01-29 04:51:00,1,11.81,41.27,Cash,2022-01-29 05:37:00
TRIP108342,2022-01-19 07:20:00,2,0.73,38.17,Dispute,2022-01-19 07:50:00
TRIP108343,2022-01-26 03:46:00,1,4.46,13.35,Card,2022-01-26 04:43:00
TRIP108344,2022-01-18 20:27:00,1,3.11,6.64,Card,2022-01-18 21:11:00
TRIP108345,2022-01-26 06:33:00,2,2.58,38.55,Card,2022-01-26 07:06:00
TRIP108346,2022-01-22 11:11:00,1,1.16,15.99,Card,2022-01-22 12:07:00
TRIP108347,2022-01-01 18:56:00,3,4.25,44.63,Card,2022-01-01 19:05:00
TRIP108348,2022-01-26 06:09:00,1,10.04,44.84,Dispute,2022-01-26 07:03:00
TRIP108349,2022-01-16 14:19:00,4,8.93,36.09,Cash,2022-01-16 14:32:00
TRIP108350,2022-01-09 00:11:00,2,6.23,5.71,Cash,2022-01-09 01:05:00
TRIP108351,2022-01-20 01:08:00,3,0.16,14.5,Cash,2022-01-20 01:51:00
TRIP108352,2022-01-28 03:37:00,2,5.86,4.78,Cash,2022-01-28 04:33:00
TRIP108353,2022-01-13 05:36:00,3,0.78,47.09,Cash,2022-01-13 06:10:00
TRIP108354,2022-01-05 11:15:00,1,2.19,5.86,Card,2022-01-05 11:38:00
TRIP108355,2022-01-28 08:38:00,3,4.7,43.0,Card,2022-01-28 08:58:00
TRIP108356,2022-01-27 02:00:00,6,4.46,4.18,Card,2022-01-27 02:30:00
TRIP108357,2022-01-14 18:47:00,3,2.34,4.49,No Charge,2022-01-14 19:14:00
TRIP108358,2022-01-25 05:56:00,1,0.86,37.59,Card,2022-01-25 06:45:00
TRIP108359,2022-01-25 14:51:00,4,1.2,44.2,Card,2022-01-25 15:18:00
TRIP108360,2022-01-08 16:14:00,3,1.24,35.44,Card,2022-01-08 17:05:00
TRIP108361,2022-01-06 23:40:00,2,2.03,49.61,No Charge,2022-01-07 00:01:00
TRIP108362,2022-01-07 21:07:00,5,0.73,35.42,Card,2022-01-07 21:36:00
TRIP108363,2022-01-23 22:00:00,5,3.79,48.42,Card,2022-01-23 22:56:00
TRIP108364,2022-01-11 01:21:00,1,0.17,24.14,Card,2022-01-11 01:38:00
TRIP108365,2022-01-29 05:45:00,1,7.46,45.69,Card,2022-01-29 06:39:00
TRIP108366,2022-01-01 18:29:00,1,4.72,4.62,Card,2022-01-01 18:57:00
TRIP108367,2022-01-21 17:13:00,1,0.12,32.37,Card,2022-01-21 17:53:00
TRIP108368,2022-01-27 04:28:00,5,4.71,12.84,Card,2022-01-27 04:33:00
TRIP108369,2022-01-04 09:49:00,4,3.28,24.92,Card,2022-01-04 10:08:00
TRIP108370,2022-01-08 06:07:00,1,2.01,38.04,No Charge,2022-01-08 06:58:00
TRIP108371,2022-01-25 15:57:00,2,0.92,11.05,Card,2022-01-25 16:50:00
TRIP108372,2022-01-06 06:18:00,2,1.77,49.92,Card,2022-01-06 07:16:00
TRIP108373,2022-01-29 14:49:00,4,1.68,46.31,Card,2022-01-29 15:40:00
TRIP108374,2022-01-26 03:21:00,1,2.53,6.05,Card,2022-01-26 04:04:00
TRIP108375,2022-01-21 18:40:00,2,1.69,45.97,Dispute,2022-01-21 19:15:00
TRIP108376,2022-01-05 16:13:00,5,0.06,22.21,Cash,2022-01-05 17:00:00
TRIP108377,2022-01-13 02:01:00,1,0.27,30.17,Cash,2022-01-13 02:07:00
TRIP108378,2022-01-06 03:32:00,2,3.53,37.36,Dispute,2022-01-06 04:26:00
TRIP108379,2022-01-26 22:44:00,1,8.66,7.32,Card,2022-01-26 23:26:00
TRIP108380,2022-01-09 18:24:00,2,4.21,3.21,Cash,2022-01-09 19:06:00
TRIP108381,2022-01-07 13:24:00,2,0.39,16.25,Cash,2022-01-07 14:20:00
TRIP108382,2022-01-02 06:49:00,1,0.37,38.85,Card,2022-01-02 07:39:00
TRIP108383,2022-01-22 03:29:00,1,0.98,36.78,Card,2022-01-22 03:54:00
TRIP108384,2022-01-08 05:37:00,2,0.49,28.5,Cash,2022-01-08 05:57:00
TRIP108385,2022-01-25 16:01:00,1,5.7,41.03,Card,2022-01-25 16:18:00
TRIP108386,2022-01-06 13:35:00,1,1.27,48.48,Card,2022-01-06 14:01:00
TRIP108387,2022-01-02 13:15:00,2,0.32,44.15,Card,2022-01-02 13:41:00
TRIP108388,2022-01-12 19:37:00,1,10.37,49.77,Card,2022-01-12 20:15:00
TRIP108389,2022-01-10 20:15:00,1,0.69,7.13,Cash,2022-01-10 20:26:00
TRIP108390,2022-01-03 06:17:00,3,0.32,13.59,Card,2022-01-03 06:57:00
TRIP108391,2022-01-07 01:21:00,2,4.08,34.77,Cash,2022-01-07 01:45:00
TRIP108392,2022-01-21 22:51:00,2,7.64,25.85,Cash,2022-01-21 23:31:00
TRIP108393,2022-01-01 20:25:00,6,2.58,13.47,Card,2022-01-01 20:50:00
TRIP108394,2022-01-22 13:22:00,2,4.86,11.43,Card,2022-01-22 13:39:00
TRIP108395,2022-01-12 18:44:00,1,3.17,28.48,Cash,2022-01-12 19:40:00
TRIP108396,2022-01-22 19:00:00,2,0.89,38.06,Card,2022-01-22 19:35:00
TRIP108397,2022-01-27 07:24:00,2,0.15,37.48,Card,2022-01-27 07:34:00
TRIP108398,2022-01-06 16:50:00,1,0.06,15.12,Card,2022-01-06 17:25:00
TRIP108399,2022-01-07 17:01:00,1,2.73,6.63,Dispute,2022-01-07 17:18:00
TRIP108400,2022-01-10 12:48:00,1,5.82,17.35,Cash,2022-01-10 13:09:00
TRIP108401,2022-01-02 05:52:00,2,0.27,14.08,Card,2022-01-02 06:09:00
TRIP108402,2022-01-11 19:20:00,1,7.35,37.25,Cash,2022-01-11 19:57:00
TRIP108403,2022-01-19 17:05:00,2,1.11,11.43,No Charge,2022-01-19 17:35:00
TRIP108404,2022-01-12 04:28:00,4,2.3,3.25,Card,2022-01-12 04:53:00
TRIP108405,2022-01-08 20:06:00,2,2.4,10.61,Card,2022-01-08 20:12:00
TRIP108406,2022-01-10 22:32:00,2,9.3,23.11,Cash,2022-01-10 22:51:00
TRIP108407,2022-01-02 23:37:00,3,0.99,39.37,Card,2022-01-02 23:56:00
TRIP108408,2022-01-10 02:10:00,1,2.77,7.9,Card,2022-01-10 02:45:00
TRIP108409,2022-01-05 16:05:00,1,2.25,17.69,Cash,2022-01-05 16:44:00
TRIP108410,2022-01-10 20:25:00,2,13.22,21.74,Cash,2022-01-10 20:33:00
TRIP108411,2022-01-02 05:20:00,2,3.56,23.52,Cash,2022-01-02 05:36:00
TRIP108412,2022-01-23 02:40:00,1,2.51,34.89,Card,2022-01-23 03:14:00
TRIP108413,2022-01-01 18:09:00,2,5.05,26.24,Cash,2022-01-01 18:24:00
TRIP108414,2022-01-27 08:31:00,2,2.27,18.56,Cash,2022-01-27 08:37:00
TRIP108415,2022-01-26 04:17:00,1,9.29,38.45,Card,2022-01-26 04:22:00
TRIP108416,2022-01-25 16:22:00,1,0.3,11.26,Cash,2022-01-25 16:49:00
TRIP108417,2022-01-30 22:28:00,3,0.18,40.95,Card,2022-01-30 22:44:00
TRIP108418,2022-01-03 16:18:00,2,4.71,35.73,Card,2022-01-03 16:46:00
TRIP108419,2022-01-10 21:22:00,1,0.26,33.86,Card,2022-01-10 21:53:00
TRIP108420,2022-01-05 16:31:00,2,0.97,31.83,Card,2022-01-05 16:38:00
TRIP108421,2022-01-08 05:41:00,1,1.64,36.48,No Charge,2022-01-08 06:26:00
TRIP108422,2022-01-09 01:36:00,1,3.58,48.26,Card,2022-01-09 02:25:00
TRIP108423,2022-01-07 12:01:00,6,3.65,28.65,Card,2022-01-07 12:17:00
TRIP108424,2022-01-18 20:02:00,2,0.37,20.8,Cash,2022-01-18 20:53:00
TRIP108425,2022-01-11 17:42:00,1,3.1,41.56,Cash,2022-01-11 17:51:00
TRIP108426,2022-01-30 16:36:00,6,1.3,39.74,No Charge,2022-01-30 17:10:00
TRIP108427,2022-01-26 10:25:00,1,0.46,34.73,Card,2022-01-26 10:49:00
TRIP108428,2022-01-08 12:45:00,1,0.83,5.41,Cash,2022-01-08 13:00:00
TRIP108429,2022-01-19 12:29:00,1,9.53,43.94,Card,2022-01-19 12:38:00
TRIP108430,2022-01-03 08:49:00,1,4.57,25.98,Card,2022-01-03 09:46:00
TRIP108431,2022-01-19 10:32:00,2,5.81,7.25,Card,2022-01-19 11:31:00
TRIP108432,2022-01-29 22:05:00,1,0.3,3.66,Dispute,2022-01-29 22:53:00
TRIP108433,2022-01-11 23:07:00,3,1.21,29.27,Card,2022-01-11 23:45:00
TRIP108434,2022-01-18 20:13:00,3,0.54,15.46,No Charge,2022-01-18 20:51:00
TRIP108435,2022-01-23 12:19:00,3,0.05,25.31,Card,2022-01-23 13:13:00
TRIP108436,2022-01-29 05:52:00,2,6.99,5.34,Card,2022-01-29 06:34:00
TRIP108437,2022-01-20 02:25:00,2,6.9,33.19,Card,2022-01-20 02:57:00
TRIP108438,2022-01-09 16:36:00,2,5.32,6.88,Card,2022-01-09 16:56:00
TRIP108439,2022-01-20 20:25:00,2,0.46,12.84,Card,2022-01-20 20:51:00
TRIP108440,2022-01-04 09:34:00,1,0.87,31.81,Card,2022-01-04 09:51:00
TRIP108441,2022-01-30 11:38:00,2,0.01,15.3,Card,2022-01-30 11:49:00
TRIP108442,2022-01-29 00:06:00,2,0.37,32.34,Card,2022-01-29 00:53:00
TRIP108443,2022-01-27 02:32:00,6,10.13,45.96,Card,2022-01-27 03:15:00
TRIP108444,2022-01-21 06:46:00,5,2.3,41.87,Cash,2022-01-21 07:16:00
TRIP108445,2022-01-03 13:42:00,1,2.99,33.3,Card,2022-01-03 14:31:00
TRIP108446,2022-01-24 13:55:00,1,7.9,20.99,Card,2022-01-24 14:49:00
TRIP108447,2022-01-28 20:35:00,3,3.27,38.7,Dispute,2022-01-28 20:47:00
TRIP108448,2022-01-13 16:28:00,1,1.78,9.18,Cash,2022-01-13 16:47:00
TRIP108449,2022-01-06 08:33:00,2,8.09,5.71,Card,2022-01-06 09:22:00
TRIP108450,2022-01-09 23:34:00,6,0.44,15.63,Card,2022-01-10 00:17:00
TRIP108451,2022-01-03 10:10:00,3,1.25,6.38,Card,2022-01-03 10:54:00
TRIP108452,2022-01-07 10:06:00,4,5.52,25.97,Cash,2022-01-07 10:25:00
TRIP108453,2022-01-27 01:28:00,2,1.96,31.48,Card,2022-01-27 02:26:00
TRIP108454,2022-01-16 18:56:00,1,3.26,32.05,Card,2022-01-16 19:36:00
TRIP108455,2022-01-15 01:56:00,1,0.07,40.07,Card,2022-01-15 02:46:00
TRIP108456,2022-01-01 14:48:00,2,1.81,10.46,Card,2022-01-01 15:41:00
TRIP108457,2022-01-18 06:03:00,1,5.19,23.79,Card,2022-01-18 06:33:00
TRIP108458,2022-01-26 20:05:00,1,0.7,29.06,Card,2022-01-26 20:52:00
TRIP108459,2022-01-24 12:52:00,2,7.56,27.13,Card,2022-01-24 13:25:00
TRIP108460,2022-01-13 23:23:00,1,2.07,5.55,Cash,2022-01-13 23:58:00
TRIP108461,2022-01-08 01:05:00,1,0.03,9.18,Cash,2022-01-08 01:52:00
TRIP108462,2022-01-13 08:12:00,2,1.49,17.51,Card,2022-01-13 09:06:00
TRIP108463,2022-01-30 22:16:00,2,1.04,35.58,Cash,2022-01-30 22:30:00
TRIP108464,2022-01-14 23:11:00,6,0.63,30.22,Card,2022-01-15 00:02:00
TRIP108465,2022-01-26 11:22:00,1,0.33,17.87,Card,2022-01-26 12:16:00
TRIP108466,2022-01-10 03:01:00,2,3.6,16.45,Cash,2022-01-10 03:46:00
TRIP108467,2022-01-28 10:49:00,1,0.36,11.73,Cash,2022-01-28 10:55:00
TRIP108468,2022-01-11 14:30:00,1,1.75,28.65,Card,2022-01-11 15:23:00
TRIP108469,2022-01-22 23:31:00,1,1.17,30.38,Card,2022-01-23 00:21:00
TRIP108470,2022-01-18 09:41:00,5,1.16,26.84,Card,2022-01-18 10:26:00
TRIP108471,2022-01-24 15:55:00,3,4.14,20.74,Card,2022-01-24 16:18:00
TRIP108472,2022-01-05 12:39:00,1,0.59,48.2,Card,2022-01-05 13:25:00
TRIP108473,2022-01-10 05:06:00,1,0.67,39.69,Cash,2022-01-10 06:06:00
TRIP108474,2022-01-06 10:24:00,3,2.05,22.74,Card,2022-01-06 10:33:00
TRIP108475,2022-01-12 16:54:00,1,0.44,18.9,Card,2022-01-12 17:26:00
TRIP108476,2022-01-08 10:54:00,2,4.42,46.85,Card,2022-01-08 11:28:00
TRIP108477,2022-01-15 05:23:00,1,2.92,29.79,Card,2022-01-15 06:21:00
TRIP108478,2022-01-21 13:41:00,2,3.87,46.96,Card,2022-01-21 13:52:00
TRIP108479,2022-01-17 20:52:00,1,3.25,36.02,Cash,2022-01-17 21:14:00
TRIP108480,2022-01-14 04:01:00,1,1.11,3.2,Card,2022-01-14 04:56:00
TRIP108481,2022-01-13 19:06:00,2,7.49,28.64,Cash,2022-01-13 19:52:00
TRIP108482,2022-01-18 16:31:00,5,1.23,39.14,Cash,2022-01-18 16:38:00
TRIP108483,2022-01-03 18:50:00,6,1.17,30.11,No Charge,2022-01-03 19:29:00
TRIP108484,2022-01-28 09:31:00,5,2.06,19.81,Card,2022-01-28 10:07:00
TRIP108485,2022-01-20 07:40:00,3,4.37,4.44,Card,2022-01-20 08:30:00
TRIP108486,2022-01-17 19:53:00,1,3.38,3.12,Cash,2022-01-17 20:15:00
TRIP108487,2022-01-13 02:37:00,2,2.5,13.17,Cash,2022-01-13 03:03:00
TRIP108488,2022-01-01 01:38:00,1,0.47,19.09,Cash,2022-01-01 02:34:00
TRIP108489,2022-01-08 09:16:00,2,0.88,48.61,Card,2022-01-08 09:34:00
TRIP108490,2022-01-29 18:17:00,1,9.01,46.97,Cash,2022-01-29 19:14:00
TRIP108491,2022-01-28 07:26:00,1,4.72,27.57,Cash,2022-01-28 07:51:00
TRIP108492,2022-01-05 12:15:00,2,0.46,21.55,Card,2022-01-05 12:29:00
TRIP108493,2022-01-16 05:32:00,5,4.86,42.95,Cash,2022-01-16 06:24:00
TRIP108494,2022-01-19 19:21:00,1,0.13,7.55,Cash,2022-01-19 19:55:00
TRIP108495,2022-01-21 18:50:00,1,0.47,44.49,Cash,2022-01-21 18:59:00
TRIP108496,2022-01-09 14:00:00,1,2.18,9.41,Card,2022-01-09 14:05:00
TRIP108497,2022-01-26 21:26:00,4,0.45,30.13,Card,2022-01-26 22:21:00
TRIP108498,2022-01-22 06:47:00,6,1.32,23.14,Card,2022-01-22 07:05:00
TRIP108499,2022-01-17 22:13:00,1,1.61,27.31,Cash,2022-01-17 22:52:00
TRIP108500,2022-01-20 03:56:00,1,0.41,41.14,No Charge,2022-01-20 04:18:00
TRIP108501,2022-01-26 05:24:00,4,2.78,41.95,No Charge,2022-01-26 06:22:00
TRIP108502,2022-01-16 07:39:00,1,0.52,12.56,Dispute,2022-01-16 08:11:00
TRIP108503,2022-01-06 19:40:00,3,3.41,31.54,Card,2022-01-06 20:14:00
TRIP108504,2022-01-07 14:46:00,2,0.27,35.21,Card,2022-01-07 15:42:00
TRIP108505,2022-01-14 16:26:00,2,0.05,30.89,Card,2022-01-14 17:10:00
TRIP108506,2022-01-12 07:30:00,5,5.54,27.68,Cash,2022-01-12 07:56:00
TRIP108507,2022-01-12 07:26:00,2,0.71,45.32,Cash,2022-01-12 08:21:00
TRIP108508,2022-01-18 06:23:00,3,5.73,13.78,Card,2022-01-18 06:32:00
TRIP108509,2022-01-23 20:48:00,1,4.99,49.99,Card,2022-01-23 21:02:00
TRIP108510,2022-01-22 08:47:00,2,7.7,15.6,Dispute,2022-01-22 08:56:00
TRIP108511,2022-01-21 03:04:00,3,1.68,17.05,Card,2022-01-21 03:47:00
TRIP108512,2022-01-07 17:04:00,1,0.14,23.76,Card,2022-01-07 17:16:00
TRIP108513,2022-01-17 20:00:00,3,9.59,24.19,Cash,2022-01-17 20:37:00
TRIP108514,2022-01-11 22:42:00,1,2.57,36.9,Cash,2022-01-11 23:22:00
TRIP108515,2022-01-24 06:13:00,2,6.23,43.66,Dispute,2022-01-24 06:41:00
TRIP108516,2022-01-07 15:39:00,2,1.21,5.26,Card,2022-01-07 15:52:00
TRIP108517,2022-01-01 18:38:00,2,0.73,45.12,Card,2022-01-01 18:59:00
TRIP108518,2022-01-23 08:17:00,4,0.01,23.94,Card,2022-01-23 08:30:00
TRIP108519,2022-01-17 09:05:00,2,3.29,44.72,Card,2022-01-17 10:05:00
TRIP108520,2022-01-17 12:51:00,6,0.36,44.83,Card,2022-01-17 13:40:00
TRIP108521,2022-01-28 09:19:00,2,6.66,25.16,Card,2022-01-28 09:49:00
TRIP108522,2022-01-20 14:40:00,2,0.5,33.51,Card,2022-01-20 15:04:00
TRIP108523,2022-01-02 13:36:00,1,0.2,39.3,Card,2022-01-02 13:41:00
TRIP108524,2022-01-13 06:19:00,5,0.87,24.0,Cash,2022-01-13 06:57:00
TRIP108525,2022-01-29 18:49:00,1,0.2,7.61,Card,2022-01-29 19:02:00
TRIP108526,2022-01-20 08:51:00,1,3.11,5.25,Cash,2022-01-20 09:45:00
TRIP108527,2022-01-10 05:28:00,3,1.29,17.38,Cash,2022-01-10 05:44:00
TRIP108528,2022-01-02 04:29:00,1,5.26,30.5,Cash,2022-01-02 04:35:00
TRIP108529,2022-01-22 00:28:00,1,0.96,22.05,Card,2022-01-22 01:17:00
TRIP108530,2022-01-23 08:20:00,3,1.45,5.08,Card,2022-01-23 08:29:00
TRIP108531,2022-01-21 18:17:00,2,0.15,44.71,Card,2022-01-21 18:47:00
TRIP108532,2022-01-06 02:22:00,1,0.89,19.89,Cash,2022-01-06 02:37:00
TRIP108533,2022-01-14 00:35:00,1,4.46,46.74,Cash,2022-01-14 01:13:00
TRIP108534,2022-01-22 22:33:00,2,0.79,19.98,Dispute,2022-01-22 23:23:00
TRIP108535,2022-01-17 11:37:00,1,4.67,18.15,Cash,2022-01-17 12:01:00
TRIP108536,2022-01-18 13:18:00,5,1.27,14.28,Card,2022-01-18 13:27:00
TRIP108537,2022-01-07 21:26:00,4,6.69,18.81,Cash,2022-01-07 21:42:00
TRIP108538,2022-01-17 21:47:00,1,3.01,39.07,No Charge,2022-01-17 22:11:00
TRIP108539,2022-01-02 02:49:00,1,3.61,23.29,Card,2022-01-02 03:28:00
TRIP108540,2022-01-07 06:31:00,1,1.08,6.44,Card,2022-01-07 06:39:00
TRIP108541,2022-01-09 04:34:00,2,5.52,35.77,Card,2022-01-09 04:48:00
TRIP108542,2022-01-24 17:02:00,6,16.75,16.25,Cash,2022-01-24 17:32:00
TRIP108543,2022-01-11 07:53:00,3,3.38,6.65,Dispute,2022-01-11 08:21:00
TRIP108544,2022-01-14 08:02:00,2,2.06,3.82,Card,2022-01-14 08:47:00
TRIP108545,2022-01-03 21:17:00,2,0.48,45.27,Cash,2022-01-03 21:58:00
TRIP108546,2022-01-03 15:05:00,2,5.49,44.57,Card,2022-01-03 15:41:00
TRIP108547,2022-01-26 00:50:00,4,3.58,32.61,Cash,2022-01-26 01:00:00
TRIP108548,2022-01-25 00:10:00,3,5.06,31.58,Card,2022-01-25 00:49:00
TRIP108549,2022-01-10 16:01:00,5,1.47,17.76,Cash,2022-01-10 16:31:00
TRIP108550,2022-01-17 08:54:00,1,0.37,16.19,Card,2022-01-17 09:46:00
TRIP108551,2022-01-24 22:50:00,1,5.56,37.43,Card,2022-01-24 23:05:00
TRIP108552,2022-01-03 04:34:00,1,5.26,40.21,Card,2022-01-03 05:27:00
TRIP108553,2022-01-03 22:15:00,1,0.18,14.54,Card,2022-01-03 22:40:00
TRIP108554,2022-01-16 09:14:00,4,2.58,30.04,Card,2022-01-16 09:58:00
TRIP108555,2022-01-21 11:07:00,2,0.77,23.69,Card,2022-01-21 11:27:00
TRIP108556,2022-01-28 21:17:00,1,1.42,6.32,Cash,2022-01-28 21:29:00
TRIP108557,2022-01-11 09:29:00,1,1.69,17.42,Cash,2022-01-11 10:00:00
TRIP108558,2022-01-19 03:22:00,5,1.63,36.91,Card,2022-01-19 03:56:00
TRIP108559,2022-01-27 21:44:00,3,2.83,6.25,Card,2022-01-27 22:43:00
TRIP108560,2022-01-30 22:22:00,2,1.12,14.98,Cash,2022-01-30 23:06:00
TRIP108561,2022-01-29 07:09:00,1,4.25,11.48,Card,2022-01-29 07:16:00
TRIP108562,2022-01-13 02:07:00,1,2.5,22.56,Cash,2022-01-13 02:42:00
TRIP108563,2022-01-07 08:32:00,1,0.78,19.41,Cash,2022-01-07 08:37:00
TRIP108564,2022-01-24 18:32:00,1,2.13,19.5,Card,2022-01-24 19:21:00
TRIP108565,2022-01-10 21:47:00,1,5.44,16.23,Cash,2022-01-10 22:07:00
TRIP108566,2022-01-07 07:12:00,2,0.4,47.56,No Charge,2022-01-07 07:58:00
TRIP108567,2022-01-12 08:52:00,6,4.23,4.25,Card,2022-01-12 09:08:00
TRIP108568,2022-01-19 23:32:00,2,4.37,41.01,No Charge,2022-01-19 23:42:00
TRIP108569,2022-01-03 16:57:00,1,2.27,29.38,Cash,2022-01-03 17:14:00
TRIP108570,2022-01-19 11:21:00,6,5.47,24.7,Card,2022-01-19 12:07:00
TRIP108571,2022-01-16 09:56:00,2,9.06,16.58,Card,2022-01-16 10:37:00
TRIP108572,2022-01-21 21:02:00,2,2.7,41.27,Card,2022-01-21 21:22:00
TRIP108573,2022-01-12 16:10:00,1,2.77,40.11,Card,2022-01-12 17:01:00
TRIP108574,2022-01-14 02:24:00,1,7.63,43.01,Card,2022-01-14 03:16:00
TRIP108575,2022-01-22 18:03:00,1,4.17,35.43,Cash,2022-01-22 18:32:00
TRIP108576,2022-01-05 16:14:00,6,0.62,25.53,Cash,2022-01-05 16:58:00
TRIP108577,2022-01-26 11:04:00,1,1.59,46.34,Cash,2022-01-26 11:45:00
TRIP108578,2022-01-30 23:01:00,1,0.75,40.46,Card,2022-01-30 23:14:00
TRIP108579,2022-01-04 15:44:00,2,0.19,35.4,Card,2022-01-04 16:33:00
TRIP108580,2022-01-05 05:09:00,6,0.98,36.23,Cash,2022-01-05 05:37:00
TRIP108581,2022-01-17 05:50:00,3,1.02,26.18,Cash,2022-01-17 06:18:00
TRIP108582,2022-01-04 01:32:00,2,0.53,7.32,Card,2022-01-04 01:51:00
TRIP108583,2022-01-16 15:51:00,4,2.41,45.23,Card,2022-01-16 16:11:00
TRIP108584,2022-01-07 12:21:00,5,2.58,6.64,Cash,2022-01-07 13:05:00
TRIP108585,2022-01-17 13:12:00,3,13.47,22.45,Card,2022-01-17 14:03:00
TRIP108586,2022-01-01 07:51:00,2,2.11,5.8,Cash,2022-01-01 08:38:00
TRIP108587,2022-01-04 15:31:00,4,0.42,25.13,Card,2022-01-04 15:40:00
TRIP108588,2022-01-19 21:33:00,1,0.1,17.02,Card,2022-01-19 22:10:00
TRIP108589,2022-01-18 13:19:00,2,1.59,45.01,Cash,2022-01-18 14:15:00
TRIP108590,2022-01-06 15:35:00,3,0.04,6.67,Card,2022-01-06 15:53:00
TRIP108591,2022-01-26 13:54:00,2,0.87,41.09,Card,2022-01-26 14:36:00
TRIP108592,2022-01-12 16:36:00,4,4.61,15.98,Card,2022-01-12 16:56:00
TRIP108593,2022-01-08 01:00:00,1,0.89,3.89,Card,2022-01-08 01:54:00
TRIP108594,2022-01-25 09:18:00,3,7.56,38.13,Card,2022-01-25 10:17:00
TRIP108595,2022-01-23 07:38:00,1,2.81,16.36,Card,2022-01-23 08:19:00
TRIP108596,2022-01-05 03:06:00,3,6.95,11.67,Cash,2022-01-05 03:20:00
TRIP108597,2022-01-15 23:19:00,1,0.9,45.0,Cash,2022-01-15 23:25:00
TRIP108598,2022-01-30 05:06:00,1,2.51,16.7,Card,2022-01-30 05:28:00
TRIP108599,2022-01-14 11:21:00,3,0.96,14.23,Dispute,2022-01-14 11:53:00
TRIP108600,2022-01-05 05:56:00,1,6.73,41.38,Card,2022-01-05 06:08:00
TRIP108601,2022-01-15 08:50:00,1,0.6,12.57,Card,2022-01-15 09:34:00
TRIP108602,2022-01-06 01:02:00,2,2.03,48.7,Card,2022-01-06 01:57:00
TRIP108603,2022-01-15 08:10:00,1,4.6,16.02,Card,2022-01-15 09:05:00
TRIP108604,2022-01-28 03:45:00,4,1.54,15.23,Card,2022-01-28 03:55:00
TRIP108605,2022-01-10 02:18:00,1,1.11,11.22,Dispute,2022-01-10 03:06:00
TRIP108606,2022-01-07 21:09:00,2,0.85,4.32,Card,2022-01-07 21:17:00
TRIP108607,2022-01-24 06:55:00,6,1.78,23.55,Card,2022-01-24 07:13:00
TRIP108608,2022-01-20 21:30:00,2,2.62,9.11,Card,2022-01-20 21:37:00
TRIP108609,2022-01-08 23:30:00,1,0.1,32.81,Dispute,2022-01-08 23:50:00
TRIP108610,2022-01-05 06:17:00,4,0.18,6.57,Card,2022-01-05 06:49:00
TRIP108611,2022-01-07 19:01:00,1,5.25,27.08,Card,2022-01-07 19:50:00
TRIP108612,2022-01-11 07:09:00,2,0.17,4.08,Card,2022-01-11 07:16:00
TRIP108613,2022-01-15 12:28:00,2,5.62,24.86,Card,2022-01-15 12:50:00
TRIP108614,2022-01-15 10:09:00,1,0.82,42.85,Card,2022-01-15 10:40:00
TRIP108615,2022-01-07 08:20:00,4,0.26,5.17,Cash,2022-01-07 08:36:00
TRIP108616,2022-01-21 04:38:00,4,4.7,27.94,Cash,2022-01-21 05:13:00
TRIP108617,2022-01-22 04:06:00,1,7.35,48.8,Card,2022-01-22 05:04:00
TRIP108618,2022-01-21 18:25:00,2,0.86,43.94,Cash,2022-01-21 18:43:00
TRIP108619,2022-01-23 18:38:00,2,2.09,30.63,Card,2022-01-23 19:02:00
TRIP108620,2022-01-18 09:17:00,2,11.72,44.73,Card,2022-01-18 09:25:00
TRIP108621,2022-01-15 23:50:00,4,0.07,46.7,Card,2022-01-16 00:40:00
